Year,State,County,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,yield
2021,MICHIGAN,KENT,151,-85.55047132,43.03106585,53.9,49,7.8,0,0,63.8,68.1,82.1,55.4,49.8,67.3,37.5,37.6,46.4,35.1,47.6,14.9,11.7,3.8,1.8,-2.1,10.5,15.4,21.1,3.6,3.1,-3.2,-6.1,-10.9,0.2,3.2,8,53.1,51.4,70.6,70.6,70.6,107.3,74,37.1,14742.25,14775,15435,15115.75,15148.5,15077.5,13857.5,14013.5,14451.5,14654.75,14675.75,14388,861.5,1503.75,622.5,480,629.75,700.25,2932.5,3609.25,3521,3828,3458.5,2842,1547.75,1485.5,1141.75,984.5,1103,1166.25,69.1
2003,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,46.9,25.3,0,0,0,3.9,67.4,85.5,48,47.5,31.8,8.5,18.8,46.1,57.3,103.7,13.89,6.37,1.19,-4,-2.75,5.79,12.66,18.02,2.95,-1.14,-6.23,-11.87,-12.94,-6.55,-0.28,5.56,16.2,35.4,35.4,35.4,35.4,48,97.6,97.6,14988,14967.25,15216.25,15068.25,15177.75,14840.25,13878.5,14161.75,14474.25,14614,14546.25,14198.25,978.5,707,605.25,664.5,603.25,748.25,2175,2584.75,2855,3781.75,3260.5,2390.75,2033.5,1837.5,1175,1064,984.25,1271.75,65
2004,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,50.6,29,1.7,0,0,26.1,65.2,90.3,51.2,113.7,45.5,34.9,21,62.5,31.4,150.8,15.17,9.73,2.41,-3.95,0.04,6.65,13.96,20.42,3.52,1.26,-4.2,-13.1,-9.81,-2.12,1.17,7.46,18.3,97.4,97.6,97.6,97.6,97.6,79.9,97.6,14788,14893,14882,14971.25,14917.75,14862.75,13828.75,14326.75,14408.25,14560.75,14347.75,14266.75,1046.5,713,1236.5,558.75,373,693.75,2306.75,2601,3827.5,4034.5,3520,2520,2245.75,1612.75,1201,747.5,678.5,1189,61
2005,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,56.8,28.6,0,0,0,0,85.8,80.7,60.8,74.4,65.2,61.1,49.6,25,35.2,37.7,15.47,8.84,0.84,-2.11,0.85,2.73,14.64,18.05,5.12,0.5,-6.78,-10.66,-8.15,-7.38,1.14,4.48,26.4,68.5,68.5,68.5,68.5,68.5,97.6,52.8,14765.25,15020.75,15240,15192,15101.75,14995.75,13923,14039,14556.75,14667.25,14498.5,14363.75,974.5,849.5,841.5,526.5,455.75,636.75,2208.5,2872,3303.5,4149,3694,2244.25,1753.75,1723.5,1772,941,810.5,1064,62
2006,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,16.4,42,0,4.1,0,10.9,85.1,101.1,15,113.8,53.4,68.7,43.2,59.3,66.4,116.3,16.51,9.63,-1.68,3.62,-0.06,5.72,15.34,19.66,5.33,-0.17,-7.3,-3.19,-9.1,-4.84,1.25,6.79,12.9,79,79,97.6,97.6,97.6,97.6,97.6,14826,14815,15245.25,15192.25,14987.5,14870,13966.75,14267.25,14493.75,14676.25,14525,14282,885.25,1544.75,669,532.75,416.25,525.25,2018,3061.5,3494.25,3678.25,3816.5,2431.75,1562,1396.5,1288.5,905,770.75,891.75,70
2007,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,56,29,15.8,0,0,34.4,71.8,103.2,114.7,69.7,79.5,54.4,19.5,64.6,74,66.4,13.63,9.17,4.83,0.73,-5.06,7.63,11.61,22.1,2.95,0.5,-1.98,-7.08,-13.97,-3.12,-0.08,7.24,81.2,97.6,97.6,97.6,97.6,97.6,97.6,57.6,14646.5,14934.5,15121.25,15138,15094.25,14946,13809.75,14386,14457.25,14638,14660,14356,995.25,788.5,673.25,454.5,420,563.5,2325.75,2752.5,3097.75,3614,3308.5,2404.25,2127.75,1617.25,1471.25,806.25,688.75,931,57
2008,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,63.2,36.3,0,0,0,1.6,85.7,85.9,65.3,41.7,75.2,54,66.8,45.7,55.7,41.7,19.49,7.67,1.01,0.41,-1.86,3.15,15.17,18.24,8.4,-1.5,-5.82,-8.06,-10.95,-6.35,1.28,4.19,16.7,19.8,19.8,19.8,19.8,29.7,97.6,51.4,14587,14758.25,15113,15112,15024.75,14804.25,13905.75,14064.25,14496.5,14608.75,14518.5,14214.5,1249,841.25,795.75,540.5,405.75,516.75,2426,2744,3023.75,3412.75,3870.25,2767.5,2111.5,1509,1750.5,1130.25,757.5,834.75,68
2009,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,54,28.5,0,0,0,20.8,75.5,97.6,41.3,59.8,101.4,21.2,60,77.9,118.5,63.4,15.2,6.71,0.39,-5.03,0.69,7.01,13.31,19.81,3.02,-1.06,-8.02,-14.78,-9.56,-5.09,0.4,5.67,57.9,85.7,85.7,85.7,85.7,97.6,97.6,60.3,14733,14903.75,14882.75,14971.75,14930.75,14800.75,13718,14171.25,14516.75,14426.25,14448.5,14239,1050.75,710.75,1655.75,481.5,486.5,800.5,2042.5,2803.5,3562.5,3474.25,4118.5,2829.25,1784,1367.25,1474.75,857.25,803,1321.25,60
2010,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,55.6,26.5,0,0,0,48.5,84,108.2,109.2,21.5,53,14.6,26.6,24,62.2,108.3,13.56,10.84,0.7,-1.69,-1.06,9.25,16.75,21.39,3.48,1.56,-6.31,-8.8,-8.52,-2.85,2.74,8.51,67.1,61.1,61.1,61.1,61.1,97.6,78.1,72.8,14728,14943,15057.25,15185.25,15039.5,14848.25,13939.25,14209.5,14584.5,14712.5,14628.25,14244.25,992,696.25,571.5,462.75,481.5,603.75,2415.5,2611.75,3039.5,3046.5,3239.25,2497.5,1807.75,1424.5,1034,827.25,908.5,1022.5,64.6
2011,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,50,39.1,0,0,0,2.7,59.8,94,48.5,64.8,25.4,21.6,44.5,63.4,111.3,126.1,17.12,10.03,-1.02,-3.61,-0.72,4.08,11.91,19.97,5,-0.71,-7.31,-11.35,-10.12,-5.96,0.59,7.97,16.7,39.1,39.1,39.1,39.1,50.4,97.6,97.6,14688.25,14851.25,14900.5,15287.75,15202.25,14911.25,13801.25,14186.25,14629.75,14814.25,14625.5,14204,895.5,711,1210.5,580.25,618,716.5,2252.75,3008.5,3417,3506.5,2859.5,2595.5,1561.75,1337,1295.5,965.25,934.25,1015.75,68.1
2012,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,66.3,43,9.4,0,1.2,58.5,72.3,82.7,74.4,98.8,50,38.5,28.2,52.5,46.3,49.9,16.54,11.04,4.11,2.03,2.6,12.95,14.03,23.1,5.11,1.76,-2.52,-6.58,-5.44,1.05,0.3,8.67,62.2,97.6,97.6,97.6,97.6,97.6,69.3,34.1,14841.25,15193,15262.25,15422.75,15258.25,14993.75,14081.75,14359.75,14555.5,14728,14511.25,14107.5,824.5,667.5,607.25,613,518.5,902.5,2486.5,2674.75,3094.75,3538.25,3108.75,2861.25,1821.75,1352.75,1226.75,1053.5,1000,1518.75,73.8
2013,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,67.8,23,8.2,0,0,1.9,60.5,99.1,101.6,16.5,51.7,54.5,36.5,17.8,108.6,64.7,15.72,8.53,4.51,0.97,-0.76,2.95,11.2,22.23,5.13,-1.24,-2.71,-7.77,-9.22,-5.81,-0.7,7.3,42,34.7,58.8,58.8,58.8,63.3,97.6,61.5,14584.75,14970,15110.5,15200.5,15123.5,15048,13873,14043.75,14524,14561.25,14591.25,14344,976,808.5,677.25,474.5,466.75,636.25,2010,2734,3114.5,3670.25,4097,2431.25,1854.5,1721,1542.25,813,808.5,905.75,68.9
2014,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,59.4,29,0,0,0,0,75.9,94.4,104.3,51.6,54.7,43.5,41.7,33,56.4,82.4,17.03,6.8,-0.71,-4.6,-4.62,1.15,13.54,20.23,5.27,-1.57,-7.86,-14.2,-14.88,-10.29,-0.36,7,58.7,78.1,78.1,78.1,78.1,78.1,97.6,81.5,14594,15098.5,15088.5,15018.75,15041,14730.25,13786,14234.75,14557.5,14476.5,14603,14340.5,1370,990,505.75,450,353.25,483,2411.75,3020.75,2714.75,3794,3853,2595,2102.25,1909.5,1030.25,774.25,683.75,832,62.1
2015,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,54.4,17,2.4,0,0,2.2,73,98.7,75.6,51.2,33.5,28.6,20.4,22,64.3,95.3,15.74,5.61,2.97,-2.58,-6.75,4.42,13.81,22.13,4.98,-2.76,-3.44,-11.6,-17.84,-6.83,0.08,8.13,65.2,88.9,95.7,95.7,95.7,97.6,97.6,89.4,14739.25,14878.5,15105.5,15110.25,15036.75,14913,13894.25,14044.25,14514.5,14650.5,14565.25,14219.25,1111.75,806.5,642.25,418,400.75,601.75,2571.25,2977,3228,2999.75,3090,2680.75,2035.75,1594.5,1284.75,679.5,767.75,1018.75,88.9
2016,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,58.5,42.4,21.1,0,0,34.9,66.6,88.8,58.9,49.5,68.6,28.3,40.5,93.8,65.8,49.3,16.68,12.28,7.74,0,1.8,8.6,11.7,20.8,5.48,1.67,0.32,-7.6,-7.3,-1.7,-0.5,7,20,24.6,68.7,68.7,68.7,97.6,96.7,54.7,14779,14981,15315,15170,14988.5,15002.25,13906,14182.25,14624.25,14701.5,14560.25,14444.25,939.5,706.5,629.5,437.25,438.75,537.5,2413,2918.25,3264.5,3497.75,3790.25,2468,1871.25,1536,1319,739.75,747,869.5,89
2017,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,57,33.1,0,0,6,6.8,70,93.3,88.2,54.2,50.2,58.1,39.9,72.3,93.7,75.2,17.6,12.4,0.4,1.3,5.3,4.6,15.6,18.8,6.8,2,-5.4,-5.4,-4.4,-4.4,3.3,6.5,57.3,75.7,75.7,75.7,97.6,97.6,97.6,75.7,14712.25,14840.75,15315.5,15263.75,15119.5,15113,13861.75,14198.75,14533.25,14671,14440.75,14379.75,910.75,1464.25,727.75,636.5,540.5,823,2229,3459.75,3225.25,2964.25,3060,2453.75,1740.25,2011.75,1444.75,1134.5,983.5,1257.25,71.6
2018,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,61.7,30.4,0,0,0,4.3,52.9,105,96.4,97,40.2,30.6,59.5,46.6,77.9,106.8,18.5,7.9,-0.8,-0.9,1.7,4.1,8.5,23.4,7.4,-0.7,-8.4,-9.4,-7.6,-5.2,-3,9.6,48.1,97.6,97.6,97.6,97.6,97.6,97.6,97.6,14582.5,15269.5,15117.75,15107.5,15124.25,14966.5,13690,14464.25,14626.25,14579.75,14615.25,14318.75,961.25,822.25,563.75,477,623.75,681.75,2039.75,2584.5,3622.75,3628,3553.25,2635.75,1788.5,2078.75,972.75,858.75,829.25,1037.75,69.1
2019,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,52.6,12,2.9,0,0,2,61.9,83.3,104,74.3,52.7,36.9,39.4,49.5,96.5,100.8,15.5,4,3.6,-1.9,-0.1,3.7,12.5,19.2,5.3,-1.8,-3.6,-10.4,-9.4,-6.5,0.2,5.4,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,14745.5,14842.75,15100.75,15130.75,14719.75,15006,13789.5,14041,14477.75,14684.25,14527.5,14440.5,1112.25,685,814.75,525.5,534.5,527,2513.75,2457,3444.5,3583.25,3449.75,2989,2074.25,1161,1588,1032.25,711.75,818.75,56.3
2020,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,56.7,11,8.1,1.4,0,47.5,64.1,94.7,157.9,49.8,40.6,72.3,30.2,55,52,85.1,16.2,4.9,4.4,2.8,0.9,8,11.6,19.3,5,-3.4,-3.1,-5.6,-8.3,-2.5,-1,5.7,97.6,97.6,97.6,97.6,97.6,97.6,95.4,81.5,14590.5,14649.75,15179,15144.75,15109.5,14918,13892,14057.25,14567.25,14684.25,14549.5,14255,861.5,1853.75,527,447,485.25,751,2053.75,3526.5,3512,3770.5,3461.5,2620.25,1519.5,2205.75,1047,765,803,1190.75,71.1
2021,MICHIGAN,LAPEER,152,-83.22131196,43.0906397,56.8,46.2,3.8,0,0,57.8,61.9,74.9,60.8,47.8,42.3,27,31.8,43.5,36.6,46,14.9,11.3,3.3,0.9,-2.9,9.2,14.2,20,3.6,2.7,-4,-7.5,-12.1,-1.3,1.6,6.5,16.7,15.9,21.3,21.3,21.3,89.2,64.5,33.3,14756,14803.5,15274.75,15114,15101.75,15024.75,13831.5,14184.25,14539,14601.25,14637.25,14359.5,1106,888.5,611,554.5,508.25,703,2460.75,3008.75,2769.5,3828.25,3266,3150.5,2122.25,1256,1149.75,959,757.75,1137.75,81.3
2003,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,40.7,28.2,0,0,0,28.4,79.2,89.5,40.9,61.4,53.4,20.4,34.7,61.7,62.9,134.5,14.81,7.14,1.67,-3.33,-1.45,7.96,14.83,19.23,3.31,-1.01,-6.07,-11.2,-10.86,-4.28,2.26,7.44,10.5,40.3,40.3,40.3,40.3,76.2,76.2,76.2,14919.5,14862.5,15069,14991.5,15146.75,14841.5,13951,14174.5,14483.5,14640.75,14602.75,14218.5,988,708.25,603.75,465.75,457,430.75,2071.5,3362,3846.25,3785.5,3467,2987.5,1749.25,1315.25,914,886.75,900,813.5,78
2004,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,61.8,30.2,2.4,0,0,35.8,63.5,102.3,67,79,66.5,42.9,12.5,69.3,21.2,149.8,16.18,10.75,2.95,-2.69,1.15,8.54,16.16,22.51,3.37,1.35,-4.11,-11.48,-8.31,-0.42,3.21,9.82,62.4,76.2,76.2,76.2,76.2,76.2,35.4,75.4,14644.75,14759.75,14960.5,14949.25,14876,14811.25,13957,14236.75,14419.75,14536,14433.5,14288.75,855.25,519.25,276.75,598,392.5,318.75,2406.5,3410.5,3369.5,3846.75,3191.5,2601,1661.75,985.5,506,864.75,794.25,677.25,65
2005,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,53.8,29.4,0,0,0,4.7,95,90,53.9,93.8,67.3,101.7,71.6,27.3,53.5,50.1,16.4,9.62,1.87,-0.9,1.88,4.63,16.48,19.46,4.77,0.69,-6.47,-9.18,-6.42,-5.48,3.18,6.22,19.7,76.2,76.2,76.2,76.2,76.2,76.2,33.8,14781.5,14843,15184.5,15182.25,15180,14955.5,13948,14093.25,14558,14728.75,14601.25,14436.25,709.25,436.75,454.5,461.25,462,361,2234.75,3174.25,4023.5,3423.25,3284.75,2882,1302.25,979.75,896.75,890.25,878,742.5,74
2006,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,9.2,43.5,0,11.9,0,34.1,87,106.9,8.1,111.2,65.4,88.7,51.9,67.6,56.5,147,17.27,10.57,-1.24,4.9,1.67,7.35,17.23,20.66,5.28,-0.24,-7.31,-1.97,-7.3,-3.09,3.47,8.46,9.6,71.7,71.7,76.2,76.2,76.2,63,76.2,14723,14630,15067.75,15170.5,15001,14848,13988.25,14330.5,14557.5,14715.5,14562.5,14328.75,907,1192,414.75,497,378.75,465.75,2409.75,3710.25,3969.75,3876,3470.5,2900.75,1670.25,985,799,918.5,710.25,844,76
2007,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,58.3,30.1,21.9,0,0,45.6,83.7,105.8,112.2,69.5,97.8,91.7,24.9,59.9,85.4,61.1,14.51,9.88,5.76,1.6,-4.4,10,13.49,23.9,2.8,0.47,-1.76,-5.89,-13.14,-0.96,1.95,9.5,73.4,76.2,76.2,76.2,76.2,76.2,75.8,28,14460.25,14948.5,15093.25,15085,15118,14854.75,13940.25,14222,14523.25,14674.75,14696.75,14374.25,864.25,655.25,380.75,498,398.25,408.5,2222.5,3606.5,4036.75,3591.75,2998.5,2711,1699.5,1129.25,804.5,845.75,640,754.25,73
2008,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,62.1,38.9,0.8,0,0,10.3,91.5,101.5,58.3,63,99.8,79,111.5,83.6,57.4,69.4,20.5,8.57,1.72,1.04,-0.67,4.95,16.7,19.76,8.42,-1.12,-5.42,-7.78,-9.43,-4.24,3.16,6.36,30.8,51.7,57.8,57.8,57.8,76.2,76.2,40.6,14480,14772,15035.5,15087.25,14994.5,14773.25,13878.25,14137.25,14477.25,14632,14578.5,14235,1449.25,561.5,421.5,362.5,402,381.75,2648,3151.75,3903,3838.75,3683,2894.25,1860.25,990.5,763.75,727,750.25,740,74
2009,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,57.3,30.3,0,0,0,51.6,81.4,108.8,44.4,64.9,107,35.6,72.5,118.3,119.3,84.1,16.49,7.49,1.25,-4.15,2.07,9.4,14.81,21.46,2.96,-1.46,-7.63,-13.98,-7.96,-2.91,2.69,7.95,39.8,70.8,70.8,70.8,70.8,76.2,76.2,47.2,14815,14656.25,15019,15000.25,14929,14769,13804,14215.5,14535.5,14483.25,14479.25,14271.5,990,926,324,429,436.5,462.75,2337.75,3339.75,3852.25,4111.25,3619.5,2789.25,1657.25,1304.25,680.25,831.25,759.25,845.25,78.5
2010,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,56.8,29.9,0,0,0,51.9,98.6,115.7,118.7,25.8,74,20.8,42.2,42,88.8,156.7,14.22,11.48,1.32,-1.64,-0.53,10.64,18.78,22.62,3.37,1.33,-5.9,-8.56,-7.59,-1.39,4.88,10.5,69.8,64.4,64.4,64.4,64.4,76.2,64.2,76.2,14730.75,14865.75,15063.5,15100.25,15030,14820,13995.25,14313.75,14558.75,14738.5,14645.75,14292.5,694.75,371,390.75,466.75,411.5,409.5,2524.5,3636.75,4161.25,3715.25,3434.25,2848.5,1231.25,757.5,779,899,778.5,712,72.4
2011,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,31.7,39.5,0,0,0,27,68.5,96.1,29.4,92.7,30.8,34.2,87,81.5,151.5,143,18.38,10.75,-0.86,-2.72,0.1,6.45,13.88,21.42,5.3,-1.1,-7.55,-10.38,-8.75,-3.57,3.19,10,14.2,62.8,62.8,62.8,62.8,76.2,76.2,76.2,14642.75,14955.5,14940,15206,15063.25,14789.5,13846.25,14109.25,14651,14829.25,14630,14175.25,874.75,492.5,688,478,299.25,904.75,2478.75,3240.25,3865.75,4203,3394.75,3294,1461,935,904.25,899.75,621,1116.25,75.2
2012,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,67.8,43.2,13.6,0.9,3.4,62.5,81,75,71.3,138.9,78.2,58.2,40.8,75.8,56.5,54.6,17.26,11.68,4.76,2.79,3.7,14.6,15.66,24.82,4.88,1.84,-2.18,-5.83,-4.35,2.69,2.45,10.83,66.2,76.2,76.2,76.2,76.2,76.2,48.8,25.7,14688.25,15009.5,15188,15394,15144.25,14851.75,14113.75,14335.5,14640,14800,14567.75,14237,593.25,457.75,357.5,520.75,486.75,392.5,2688.25,3531,3702,3404,3588.5,2749.25,1093.75,770.75,705,924.75,873,741.25,70.9
2013,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,67,22.5,13.3,0,0,8.1,71.2,107,86.3,18.2,60.5,79.9,53.7,27.5,139.8,75.2,16.03,9.16,5.33,1.93,0.42,4.33,13.51,23.86,4.74,-1.68,-2.11,-7.14,-7.72,-4.26,1.77,9.72,25.2,20,57.4,57.4,57.4,76.2,76.2,40.6,14576,14907,15049.25,15123.25,15157.25,14970.5,13862,14116.75,14541.25,14629.5,14576.5,14394,867.75,608,553.5,395.75,381,441.75,2138,3278.25,3951.5,3803.5,3317.75,2908.75,1586.5,1051.5,939.5,789.75,712.5,889.5,86.1
2014,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,59.9,34,0,0,0,0,89.8,107.6,105.4,49.9,71.9,67.9,72.4,41.7,79.6,98.8,17.63,7.28,0.66,-3.68,-3.39,3.3,15.66,22.03,5.3,-1.64,-6.94,-13.5,-13.27,-7.88,2.17,9.11,56.7,69.7,69.7,69.7,69.7,69.7,76.2,62.4,14479.75,14724.75,14976.5,15020.75,15095,14774.25,13828.25,13933.75,14469.75,14498.75,14582.75,14285,976.25,1416.25,821.5,457.75,422,413,2116,3547.75,4259,3906,3262.25,2782.25,1843,1533.75,1055.5,826.5,786,792,84.8
2015,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,59.5,19.3,4.3,0,0,13.8,82.8,111.3,70.5,57.2,39.8,43.7,33.5,33.7,81.7,116.2,16.41,5.87,3.59,-1.76,-5.34,6.05,15.83,23.57,4.85,-3.12,-3.15,-10.35,-15.97,-4.97,2.43,10.51,50.7,76.2,76.2,76.2,76.2,76.2,76.2,75.2,14722,14890,14981.75,15068.75,15048.75,14846,13929,14150.5,14442,14688.75,14589.5,14291.5,881.75,526.5,439.25,1287.5,489,365.75,2357.5,3550.5,4152.5,4141.5,3500.5,2586.75,1627.5,858.75,763.5,1389.75,849,734.75,76.5
2016,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,60.4,45.5,24.5,0,1.3,45,78.3,98.7,59.1,53.6,84.8,35.4,54.3,112.1,78.9,70.4,17.44,12.76,8.47,0.7,3.1,10.6,13.9,21.7,5.5,1.47,0.61,-7.3,-6,0.2,1.9,8.8,17.9,23.3,76.2,76.2,76.2,76.2,73.8,42,14709,14932.5,15148.25,15127.75,15054.5,14894.5,13922.5,14227.75,14626.75,14740.25,14604.25,14457.25,680,453,412.25,618.5,453.25,443.5,1908,3592,4189,3973.5,3592.25,2799,1372.5,871.25,821.25,900,799.25,817.75,98
2017,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,60,36.4,0,0.7,23.4,36.1,82.8,110.3,83.6,56.8,62.7,83.6,50.2,97,110.8,104,18.6,12.6,0.6,2.5,7.5,6.9,17.6,20.2,6.9,1.8,-5.8,-4.4,-2.9,-2.5,5.5,8.5,63.7,76.2,76.2,76.2,76.2,76.2,76.2,64.6,14744.5,14809.25,15152.5,15128.75,14999.5,14996.75,13881.25,14233,14559.75,14647.75,14492.5,14500.75,659,1244.5,375.75,388.75,300.5,428.75,2196,3846,3898.25,3699.75,3056,2771.25,1233.25,867.5,698.25,669.25,602.75,821.25,83.8
2018,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,63.2,34.5,0,0,0.8,22.9,69,110.9,83.7,114.7,40,40.7,104.4,59.7,87.9,129.3,18.9,8.7,0.2,-0.2,3.4,5.8,10.7,25,7.1,-0.7,-8,-9,-6,-3.8,-0.9,12,30.1,76.2,76.2,76.2,76.2,76.2,76.2,76.2,14444,15203,15245.25,15142.75,15092,14915.5,13679.5,14558.25,14638.75,14655.25,14660.25,14340.25,974.5,557.5,342.75,331.5,597.5,509,1956.75,3488.5,3817.5,3379.75,3796.25,3242.75,1789.25,991.5,681.75,555.75,997.5,826.5,80
2019,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,55.6,17.7,6.1,0,0,24.5,73.7,88.1,92.4,94.5,76.4,52.6,53.9,71.6,119.5,130.3,16.6,4.6,4.4,-0.6,2.2,6.3,15.1,21.6,5.2,-1.7,-3.3,-9.2,-7,-4.1,2.9,8.1,76.2,76.2,76.2,76.2,76.2,76.2,76.2,76.2,14642.5,14925.25,15111,15173.75,14921.25,14846.75,13869,14007.25,14485.75,14689,14554.25,14428.75,846.75,593.75,429.5,552.5,736.5,516.5,2096.25,2925.25,4028.25,3768.25,3233.5,2929.25,1579.75,890.75,823.75,940,839.25,994,65.2
2020,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,63.8,18.6,16,4.2,0,56.1,67.4,107.5,119.1,48.6,56.5,100.9,46.3,77.8,61.9,116.6,17.8,6,5.4,3.9,2.2,10.1,13.5,20.8,5.4,-3.3,-2.5,-4.5,-6.7,-0.7,1.1,7.5,67.4,76.2,76.2,76.2,76.2,76.2,69.7,73,14701,14666,15111.25,15143.25,15170.75,14877.25,13881.25,14098,14652.75,14732,14608,14296.5,948.25,2110.75,373.75,468.75,487.25,451,2370.25,4092.25,4119,3702,3261.5,2955.5,1754.5,1699,757.25,865,900.75,735.75,71.2
2021,MICHIGAN,LENAWEE,153,-84.06830224,41.8950549,51.1,50.4,7.6,0.7,0,64.9,77,99.2,51.8,64.7,33.4,43,42.4,54.4,55.7,76.3,16.4,12.1,4.1,2.3,-2.6,11.5,16.2,21.8,4.1,2.6,-3.5,-6.1,-11.5,0.7,3.8,8.5,10.5,21.6,27.3,30.1,30.1,76.2,53.1,26.4,14641.25,14723.25,15276.5,15115.25,15111,15038.75,13878.5,14214.5,14628.75,14629.5,14679.75,14440.5,758.75,899.75,343.75,439,456.25,803,2500.5,3391.25,3417.5,3928.5,3239.25,3306,1433.5,1053.5,672,860.25,807,966.25,91.7
2003,MICHIGAN,LIVINGSTON,154,-83.91305649,42.60334634,39.2,26.7,0,0,0,14.6,75.9,88.5,39.1,50.2,37.4,12.2,24.9,56.5,56,103.4,13.75,6.48,0.95,-3.7,-1.93,6.9,13.72,18.28,3.33,-0.96,-6.39,-11.32,-11.49,-5.27,1.82,7.19,11.6,32.2,32.2,32.2,32.2,78.7,84.6,84.6,14826.75,14884.5,15187.5,14873,15010.5,14810,13710.5,14012.5,14384.5,14514.5,14457.75,14100.25,1597.25,1527,1150.75,504.75,421.25,860,2601.75,2968.75,3309,4256.25,3848.5,2620.25,2592.25,2659.5,2240.75,872.75,935,1545,72
2004,MICHIGAN,LIVINGSTON,154,-83.91305649,42.60334634,50,29.7,1.5,0,0,32.2,64.5,97.1,49.8,100.8,51.2,37.6,18.5,69.6,25.6,139.5,15.09,9.86,2.33,-3.26,0.64,7.58,15.25,21.16,3.72,1.42,-4.31,-12.13,-9,-1.01,3.03,9.58,19.3,84.6,84.6,84.6,84.6,84.6,49.8,84.6,14679.25,14850.25,14873.75,14855.75,14844,14786.5,13769.75,14124.5,14381.5,14444.25,14309.25,14194.75,1484.25,1260.75,960.75,877.75,351,776.25,2672,2888.75,3640.75,4557.5,4302.25,3058.75,2753.5,2127.5,1832.25,1090.25,747.25,1262.25,54
2005,MICHIGAN,LIVINGSTON,154,-83.91305649,42.60334634,50.1,28.4,0,0,0,1.9,92.7,83,50.7,77.7,67.2,76.5,63.5,26.9,38,40,15.29,8.82,0.93,-1.64,1.18,3.58,15.55,18.25,5.1,0.57,-6.76,-9.71,-7.18,-6.35,2.78,6.04,19.5,64.9,64.9,64.9,64.9,74.9,84.6,39.6,14727,15042.25,15159,15036.25,14957.5,14938,13814.75,13976.5,14507.5,14581.5,14439,14344.5,1509.5,1607,1009.5,483.75,420.75,726.25,2731.5,3328.25,3528.25,4529,4004,2721.25,2571.5,2878.5,1984.75,1061.75,835,1254.25,61
